wavelength,obs_flux,obs_err,mod_flux
3680.0,6.581703e-10,3.8778743600000004e-08,3.839096558971225e-06
4760.0,2.0490386300000003e-08,1.2175898300000002e-08,1.1140369903889927e-05
6210.0,6.93865103e-08,1.3237988400000002e-08,1.5599366404629078e-05
7540.0,1.4382736320000002e-07,2.30118738e-08,1.8230574959912573e-05
8700.0,3.39913217e-08,7.46523037e-08,1.9216698816653917e-05
9710.0,2.079480242e-07,1.4129554920000002e-07,1.9747215543636293e-05
