wavelength,obs_flux,obs_err,mod_flux
2704.0,1.4553664087942175e-06,1.6071543285475233e-07,1.4942598799127202e-06
3355.0,1.2972366016644128e-06,1.4903131030928026e-07,1.1605989649504199e-06
4325.0,1.0170833821495213e-06,1.1986583496978973e-07,1.0778196313451098e-06
5308.0,8.229735803422634e-07,9.850771139155061e-08,7.993064142610477e-07
8024.0,5.845657169319371e-07,9.623839374719189e-08,4.775477639585653e-07
