wavelength,obs_flux,obs_err,mod_flux
2704.0,3.1743339963708334e-07,5.5681897655715156e-08,4.4445570636264867e-07
3355.0,4.049550129427998e-07,6.044640276337145e-08,5.577968225986533e-07
4325.0,1.1385783341294785e-06,7.973344987256791e-08,7.236062610297382e-07
5308.0,1.0970196213003386e-06,7.299370757547262e-08,8.712630665947416e-07
8024.0,9.553492591524929e-07,8.199362947927827e-08,1.138161156011498e-06
