wavelength,obs_flux,obs_err,mod_flux
2704.0,7.948191815675234e-07,6.885284852752753e-08,7.200733561072341e-07
3355.0,5.748732768237889e-07,6.606212003813574e-08,7.600401039313141e-07
4325.0,1.1449346929477033e-06,8.283202183677576e-08,8.067347875683951e-07
5308.0,9.683965745337127e-07,6.627932332564961e-08,8.35195313936345e-07
8024.0,7.554338735335087e-07,7.416915475732329e-08,8.438901704940227e-07
