wavelength,obs_flux,obs_err,mod_flux
2704.0,2.129433243659148e-06,1.2999399948431921e-07,1.8540657202254437e-06
3355.0,1.4033047064558876e-06,1.001031877593903e-07,1.5140385379717577e-06
4325.0,1.3441459518813044e-06,9.235885190489628e-08,1.4738878385040294e-06
5308.0,1.0951406990052148e-06,7.410324799138861e-08,1.1254069295016789e-06
8024.0,7.499365338970315e-07,7.1373663693551e-08,6.796130181458551e-07
