object_id,redshift,log_likelihood,chi2,chi2_red,mass,mass_err_lower,mass_err_upper,age,age_err_lower,age_err_upper,metallicity,metallicity_err_lower,metallicity_err_upper,dust,dust_err_lower,dust_err_upper
hlsp_phangs-cat_hst_uvis_ic5332_multi_v1_obs-human-cluster-class12_cluster1,0.0,-1.4669264576272174,3.597273543864519,3.597273543864519,5.213010124914723,0.1574534319091061,0.12349324878965451,0.5070329187854751,0.3311950374728043,0.3324541397371925,-0.6091817381737867,0.6131826253565051,0.6216214690274243,0.42447779430156585,0.07663761339597158,0.11782824156547811
