wavelength,obs_flux,obs_err,mod_flux
2704.0,3.1743339963708334e-07,5.5681897655715156e-08,3.1436761047122485e-07
3355.0,4.049550129427998e-07,6.044640276337145e-08,4.0938396358765643e-07
4325.0,1.1385783341294785e-06,7.973344987256791e-08,1.1202545488637049e-06
5308.0,1.0970196213003386e-06,7.299370757547262e-08,1.1132630363450484e-06
8024.0,9.553492591524929e-07,8.199362947927827e-08,9.508918493725318e-07
