object_id,redshift,log_likelihood,chi2,chi2_red,mass,mass_err_lower,mass_err_upper,age,age_err_lower,age_err_upper,metallicity,metallicity_err_lower,metallicity_err_upper,dust,dust_err_lower,dust_err_upper
NGC1049,0.00032,-11.838717515688455,35.80374383987666,35.80374383987666,8.008654342609871,0.006171254684435468,0.013691249634282698,12.938248793191246,0.6711665842302903,0.3821328231302381,-0.9170036699642163,1.0541403118950177,0.9486601594867301,0.7920368054766043,0.057763292737239014,0.06920171093137817
ESO356-SC001,0.00032,-26.512004734019193,94.02504121912892,94.02504121912892,8.008252046156255,0.006441148348057979,0.012732195757893194,12.981416226289507,0.4694199989579584,0.3662797696713085,-1.097647395076196,0.9498090190324224,1.0642934517903766,1.6935712500202902,0.055568944893779504,0.06383131170671819
ESO356-SC005,0.00032,-8.513401281638915,20.52959410845952,20.52959410845952,8.020202959684191,0.01430928981518953,0.02465863246272626,12.674711613479658,1.2870863754622928,0.6215586431671589,-1.0902875665372174,0.9388378491786502,1.0509833007182472,1.7835496903172081,0.10692579388661527,0.12303339313130679
FornaxGC6,0.00032,-1341.2226386423554,2888.8443546511526,2888.8443546511526,8.000298279383426,0.0002277736170217537,0.0011469484280173248,13.474045116216136,0.09501219188999954,0.02113490091550929,-1.5179172189267942,0.6124949895770855,0.95197930412855,1.9990253336861719,0.003955879959764097,0.0008024076122923329
