object_id,redshift,log_likelihood,chi2,chi2_red,mass,mass_err_lower,mass_err_upper,age,age_err_lower,age_err_upper,metallicity,metallicity_err_lower,metallicity_err_upper
id_z4p59,4.59,-101074139.03064471,204739636.39605018,34123272.73267503,8.000000001793964,1.3701129120136102e-09,4.70960692666722e-09,1.9999999881386419,3.021032823902203e-08,8.996533962246644e-09,-2.4999999288626293,5.424462790060147e-08,1.7453466361061487e-07
