wavelength,obs_flux,obs_err,mod_flux
2704.0,1.6906781119819202e-07,5.112706438258272e-08,1.481708856030528e-07
3355.0,1.9020624559839237e-07,6.185845971309972e-08,2.2677184723790465e-07
4325.0,4.0869355912001206e-07,5.4707663096221994e-08,3.7079022282901556e-07
5308.0,6.093031314157279e-07,5.334424042971309e-08,5.341306197063104e-07
8024.0,1.0000444265093014e-06,8.135720539883069e-08,9.697696175153251e-07
