wavelength,obs_flux,obs_err,mod_flux
2704.0,2.3540956405592675e-07,5.526234180830756e-08,2.894583578734444e-07
3355.0,4.173911660223458e-07,6.198333161258335e-08,3.5094420459494334e-07
4325.0,8.441099514158048e-07,6.925372620270735e-08,8.727430056147864e-07
5308.0,7.752888188136881e-07,6.035018440011192e-08,8.073958113818797e-07
8024.0,5.829814318829406e-07,6.830332483481723e-08,6.372305058606847e-07
