wavelength,obs_flux,obs_err,mod_flux
2704.0,1.4553664087942175e-06,9.97184284816055e-08,1.3649635662856034e-06
3355.0,1.2972366016644128e-06,9.792425872717765e-08,1.1179025944721629e-06
4325.0,1.0170833821495213e-06,8.1298086362285e-08,1.0792752324589607e-06
5308.0,8.229735803422634e-07,6.800094005997857e-08,8.296376827590542e-07
8024.0,5.845657169319371e-07,8.184711571245758e-08,5.009633836068129e-07
