wavelength,obs_flux,obs_err,mod_flux
2704.0,1.1145628848704444e-06,8.460840653710453e-08,9.907434557297708e-07
3355.0,1.1101400938012837e-06,8.74240254364993e-08,1.2550839186334927e-06
4325.0,1.947412797808543e-06,1.1760985949286183e-07,1.6475984012516792e-06
5308.0,1.994832611525737e-06,1.1477176261950286e-07,2.0086125602568885e-06
8024.0,2.8096835636826304e-06,1.5915972125021247e-07,2.724984013773362e-06
