wavelength,obs_flux,obs_err,mod_flux
2704.0,1.8167450376789159e-06,1.1229964542744208e-07,1.4774408522753842e-06
3355.0,1.714526074678694e-06,1.1186470674017268e-07,1.4563260023331393e-06
4325.0,1.5120259650980658e-06,9.569745572861428e-08,1.7409369109596108e-06
5308.0,1.7999148854688145e-06,1.0441855178454444e-07,1.5776369676609098e-06
8024.0,1.5093900027368918e-06,1.0062258463752521e-07,1.2686694842106495e-06
