wavelength,obs_flux,obs_err,mod_flux
2704.0,2.129433243659148e-06,2.2562598353455344e-07,1.9466139421251357e-06
3355.0,1.4033047064558876e-06,1.5744881372465493e-07,1.518289961269985e-06
4325.0,1.3441459518813044e-06,1.485954914352461e-07,1.4236856330668734e-06
5308.0,1.0951406990052148e-06,1.203590046174588e-07,1.056879084748346e-06
8024.0,7.499365338970315e-07,9.649992697194813e-08,6.324917939468072e-07
