wavelength,obs_flux,obs_err,mod_flux
2704.0,2.3540956405592675e-07,5.526234180830756e-08,3.795321165408866e-07
3355.0,4.173911660223458e-07,6.198333161258335e-08,4.488650488535296e-07
4325.0,8.441099514158048e-07,6.925372620270735e-08,5.432572050781179e-07
5308.0,7.752888188136881e-07,6.035018440011192e-08,6.195431087596736e-07
8024.0,5.829814318829406e-07,6.830332483481723e-08,7.307304595399491e-07
