wavelength,obs_flux,obs_err,mod_flux
2704.0,1.1145628848704444e-06,8.460840653710453e-08,9.327436497461389e-07
3355.0,1.1101400938012837e-06,8.74240254364993e-08,1.1442409880905142e-06
4325.0,1.947412797808543e-06,1.1760985949286183e-07,2.0138605082718554e-06
5308.0,1.994832611525737e-06,1.1477176261950286e-07,2.148904055932045e-06
8024.0,2.8096835636826304e-06,1.5915972125021247e-07,2.3826117566742015e-06
