wavelength,obs_flux,obs_err,mod_flux
0.477,0.0102419,6.1792e-06,0.005991165598212131
0.6231,0.0160974,1.1475000000000001e-05,0.014464848247199196
0.7625,0.019999000000000003,2.1106e-05,0.02458460625250639
