wavelength,obs_flux,obs_err,mod_flux
0.477,0.0239018,6.03272e-06,0.01763488345961862
0.6231,0.0319687,1.73908e-05,0.03176839686929328
0.7625,0.038836600000000006,2.4016000000000002e-05,0.04442814788556086
