wavelength,obs_flux,obs_err,mod_flux
2704.0,1.8167450376789159e-06,1.1229964542744208e-07,1.6681872341085168e-06
3355.0,1.714526074678694e-06,1.1186470674017268e-07,1.6457368415309295e-06
4325.0,1.5120259650980658e-06,9.569745572861428e-08,1.6157096555906918e-06
5308.0,1.7999148854688145e-06,1.0441855178454444e-07,1.578705172935001e-06
8024.0,1.5093900027368918e-06,1.0062258463752521e-07,1.4519237983477815e-06
